Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Z30083872,CN(C(=O)c1cc2c(cc1Cl)N1CCCCCC1=NS2(=O)=O)Cc1nc2ccccc2c(=O)[nH]1,C23H22ClN5O4S,499.97,34,16,0.30,4,6,1,137.20,124.18,2.99,1.93,3.50,3.30,3.40,3.02,-4.24,2.88e-02,5.76e-05,Moderately soluble,-4.16,3.45e-02,6.89e-05,Moderately soluble,-7.22,3.00e-05,6.00e-08,Poorly soluble,High,No,Yes,No,No,Yes,No,Yes,-7.98,0,2,0,0,0,0.55,0,0,1,4.02
Z30085011,CN(C(=O)c1cccc(c1)S(=O)(=O)N1CCCCCC1)Cc1nc2ccccc2c(=O)[nH]1,C23H26N4O4S,454.54,32,16,0.35,6,6,1,126.57,111.82,3.10,2.23,3.31,2.19,2.60,2.68,-4.04,4.17e-02,9.18e-05,Moderately soluble,-4.21,2.78e-02,6.12e-05,Moderately soluble,-6.63,1.07e-04,2.35e-07,Poorly soluble,High,No,Yes,No,No,Yes,No,Yes,-7.49,0,0,0,0,0,0.55,0,0,1,3.23
Z30085019,O=C(c1cccc(c1)S(=O)(=O)N1CCc2c1cccc2)N(Cc1nc2ccccc2c(=O)[nH]1)C,C25H22N4O4S,474.53,34,22,0.16,6,5,1,132.55,111.82,2.80,2.62,3.49,2.67,2.97,2.91,-4.52,1.45e-02,3.05e-05,Moderately soluble,-4.62,1.14e-02,2.41e-05,Moderately soluble,-8.01,4.65e-06,9.79e-09,Poorly soluble,High,No,No,No,Yes,Yes,No,Yes,-7.33,0,1,0,0,0,0.55,0,0,1,3.34
Z30084011,CN(C(=O)CN1C(=O)N[C@@]2(C1=O)CCc1c2cccc1)Cc1nc2ccccc2c(=O)[nH]1,C23H21N5O4,431.44,32,16,0.26,5,5,2,123.50,115.47,2.61,1.07,0.25,1.28,2.33,1.51,-3.23,2.55e-01,5.90e-04,Soluble,-3.09,3.54e-01,8.20e-04,Soluble,-6.66,9.37e-05,2.17e-07,Poorly soluble,High,No,Yes,No,No,Yes,No,Yes,-8.17,0,0,0,0,0,0.55,0,1,1,4.02
Z56877005,Clc1ccc(c(c1)NC1=C/C(=N\S(=O)(=O)c2ccc(cc2)C(C)C)/c2c(C1=O)cccc2)C,C26H23ClN2O3S,478.99,33,18,0.15,5,4,1,133.50,83.98,3.91,6.73,7.03,4.23,5.89,5.56,-7.12,3.61e-05,7.53e-08,Poorly soluble,-8.30,2.41e-06,5.03e-09,Poorly soluble,-9.86,6.60e-08,1.38e-10,Poorly soluble,Low,No,No,No,Yes,Yes,No,No,-4.44,1,2,0,1,1,0.55,1,1,2,4.08
Z573240576,O=C(C1CCN(CC1)c1nc(nc2c1c1CCCCc1s2)c1cccnc1)Nc1nccc(c1)C,C27H28N6OS,484.62,35,21,0.37,5,5,1,144.12,112.14,4.11,4.79,4.62,3.02,5.54,4.41,-5.98,5.12e-04,1.06e-06,Moderately soluble,-6.88,6.44e-05,1.33e-07,Poorly soluble,-8.72,9.32e-07,1.92e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-5.86,0,2,0,0,0,0.55,0,0,2,4.01
Z1005268328,Clc1cccc(c1)NS(=O)(=O)c1ccc(c(c1)NC(=O)c1cccc(c1)n1c(C)c[nH]c1=O)O,C23H19ClN4O5S,498.94,34,23,0.04,7,5,4,129.72,141.67,2.51,2.89,4.59,2.22,2.53,2.95,-4.79,8.04e-03,1.61e-05,Moderately soluble,-5.53,1.49e-03,2.98e-06,Moderately soluble,-8.10,3.99e-06,8.00e-09,Poorly soluble,Low,No,No,Yes,Yes,Yes,No,Yes,-7.29,0,1,1,1,0,0.55,0,1,1,3.35
Z15781528,O=C(Nc1ccc(cc1)S(=O)(=O)N)COC(=O)CSc1ccc2c3c1cccc3C(=O)c1c2cccc1,C27H20N2O6S2,532.59,37,22,0.07,9,7,2,140.26,166.31,1.75,4.21,4.86,2.06,3.81,3.34,-5.64,1.22e-03,2.29e-06,Moderately soluble,-7.41,2.06e-05,3.87e-08,Poorly soluble,-9.23,3.16e-07,5.93e-10,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-6.56,1,2,1,1,1,0.55,0,0,3,3.75
Z29016340,O=C(Cc1n[nH]c(=O)c2c1cccc2)Nc1cccc(c1)S(=O)(=O)/N=C\1/CCCCCN1,C22H23N5O4S,453.51,32,16,0.27,6,6,3,126.58,141.76,3.09,1.83,2.86,2.88,3.10,2.75,-3.78,7.55e-02,1.66e-04,Soluble,-4.43,1.70e-02,3.74e-05,Moderately soluble,-7.71,8.90e-06,1.96e-08,Poorly soluble,Low,No,Yes,No,No,No,No,No,-7.77,0,0,1,1,0,0.55,0,1,1,3.63
Z30081997,CCN(C(=O)CN1C(=O)N[C@]2(C1=O)CCOc1c2cccc1)Cc1nc2ccccc2c(=O)[nH]1,C24H23N5O5,461.47,34,16,0.29,6,6,2,129.83,124.70,2.58,1.15,0.48,0.99,2.32,1.50,-3.38,1.93e-01,4.19e-04,Soluble,-3.36,2.00e-01,4.33e-04,Soluble,-6.78,7.68e-05,1.66e-07,Poorly soluble,High,No,Yes,No,No,Yes,No,Yes,-8.30,0,0,0,0,0,0.55,0,1,1,4.33
Z30084601,CN(C(=O)CCCn1c(=O)c2cccc3c2c(c1=O)ccc3)Cc1nc2ccccc2c(=O)[nH]1,C26H22N4O4,454.48,34,23,0.19,7,5,1,131.97,105.13,3.07,2.43,2.48,2.91,4.52,3.08,-4.23,2.69e-02,5.93e-05,Moderately soluble,-4.28,2.38e-02,5.24e-05,Moderately soluble,-8.46,1.58e-06,3.48e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-7.35,0,1,0,0,0,0.55,0,0,1,3.03
Z30413564,O=C(Cc1n[nH]c(=O)c2c1cccc2)Nc1cccc(c1)c1nnc2n1CCCCC2,C23H22N6O2,414.46,31,21,0.26,5,5,2,118.71,105.56,2.41,2.26,2.90,3.10,3.52,2.84,-4.00,4.10e-02,9.89e-05,Moderately soluble,-4.11,3.19e-02,7.71e-05,Moderately soluble,-7.61,1.01e-05,2.44e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,No,No,-7.22,0,0,0,0,0,0.55,0,0,1,3.43
Z279554194,O=C(N1CCC[C@H](C1)c1nnc2n1cccc2)CN1C(=O)N[C@]2(C1=O)CCc1c2cccc1,C24H24N6O3,444.49,33,15,0.38,4,5,1,130.34,99.91,3.03,2.10,0.58,1.73,1.16,1.72,-3.99,4.54e-02,1.02e-04,Soluble,-3.83,6.60e-02,1.48e-04,Soluble,-5.49,1.43e-03,3.21e-06,Moderately soluble,High,No,Yes,No,Yes,Yes,No,Yes,-7.52,0,1,0,0,0,0.55,0,1,1,4.57
Z32417059,Cc1ccc(cc1)S(=O)(=O)Nc1cccc(c1)C(=O)N1CCN(CC1)Cc1ccc2c(c1)OCO2,C26H27N3O5S,493.57,35,18,0.27,7,6,1,140.00,96.56,3.54,3.39,3.46,2.30,2.78,3.09,-4.95,5.48e-03,1.11e-05,Moderately soluble,-5.10,3.95e-03,8.00e-06,Moderately soluble,-7.51,1.52e-05,3.08e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.90,0,2,0,0,0,0.55,0,0,1,3.55
Z52733355,C[C@@H](c1nc2ccccc2c(=O)[nH]1)N1CCN(CC1)S(=O)(=O)c1ccc2c(c1)CCC2,C23H26N4O3S,438.54,31,16,0.39,4,6,1,128.11,94.75,3.55,2.62,2.47,2.37,3.07,2.82,-4.33,2.06e-02,4.70e-05,Moderately soluble,-4.26,2.41e-02,5.50e-05,Moderately soluble,-6.61,1.07e-04,2.44e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.11,0,0,0,0,0,0.55,0,0,1,3.90
Z55882091,OC(=O)c1ccc2c(c1)nc(n(c2=O)Cc1ccccc1)SCc1nc2ccccc2c(=O)[nH]1,C25H18N4O4S,470.50,34,26,0.08,6,6,2,130.84,143.24,2.82,3.34,3.52,3.38,4.37,3.49,-5.03,4.38e-03,9.31e-06,Moderately soluble,-6.03,4.44e-04,9.44e-07,Poorly soluble,-8.43,1.75e-06,3.72e-09,Poorly soluble,Low,No,No,No,Yes,Yes,No,No,-6.80,0,1,1,1,0,0.56,0,0,1,3.26
Z5129912964,Fc1ccc2c(c1)[C@H](CC1(O2)CCC1)n1nnc(c1)c1cc(ccc1F)NC(=O)c1ccccc1CCc1ccccc1[N+](=O)[O-],C35H29F2N5O4,621.63,46,29,0.23,9,8,1,169.95,114.86,4.53,6.89,8.11,4.80,5.07,5.88,-7.91,7.69e-06,1.24e-08,Poorly soluble,-9.11,4.79e-07,7.71e-10,Poorly soluble,-11.68,1.30e-09,2.09e-12,Insoluble,Low,No,No,Yes,No,No,Yes,Yes,-5.20,2,4,0,1,2,0.17,0,2,3,5.38
Z5129919098,Fc1cccc(c1)C[C@H](NC(=O)c1c(Cn2nnc(c2)c2cccc(c2)NCc2ccccc2)nn2c1CCC2)CN1C(=O)c2c(C1=O)cccc2,C40H35FN8O3,694.76,52,34,0.20,13,7,2,196.56,127.04,5.12,5.20,5.22,4.16,5.49,5.04,-7.05,6.20e-05,8.93e-08,Poorly soluble,-7.62,1.69e-05,2.43e-08,Poorly soluble,-12.69,1.41e-10,2.03e-13,Insoluble,Low,No,Yes,Yes,Yes,Yes,No,Yes,-6.85,3,3,1,0,3,0.17,0,1,3,5.33
Z5129920794,O=C([C@@H]1CCCN1C(=O)c1ccc(c(c1)Cl)Cl)NCc1ccccc1n1nnc(c1)CN1c2ccccc2C(=O)C1=O,C30H24Cl2N6O4,603.46,42,23,0.20,9,6,1,162.90,117.50,3.42,3.93,3.16,2.89,3.94,3.47,-5.87,8.17e-04,1.35e-06,Moderately soluble,-6.10,4.83e-04,8.00e-07,Poorly soluble,-9.15,4.25e-07,7.05e-10,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.19,1,2,0,0,1,0.55,0,1,3,4.29
Z5584403963,Fc1ccc(cc1C(=O)N1CCN(CC1)c1ncccn1)Cc1n[nH]c(=O)c2c1cccc2,C24H21FN6O2,444.46,33,22,0.21,5,6,1,128.53,95.08,2.29,2.38,2.06,2.84,3.66,2.65,-4.26,2.45e-02,5.52e-05,Moderately soluble,-4.02,4.27e-02,9.60e-05,Moderately soluble,-7.82,6.73e-06,1.51e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-7.32,0,0,0,0,0,0.55,0,0,1,3.20
Z5637084480,FC(c1cccc(c1)n1nnc(c1)c1nc(nn1c1cnnc2c1cccc2)c1ccncc1)(F)F,C24H14F3N9,485.42,36,32,0.04,5,10,0,123.04,100.09,3.66,3.52,5.69,3.41,3.15,3.89,-5.40,1.95e-03,4.03e-06,Moderately soluble,-5.31,2.40e-03,4.95e-06,Moderately soluble,-9.03,4.54e-07,9.35e-10,Poorly soluble,High,No,Yes,No,No,Yes,No,Yes,-6.76,0,2,0,0,0,0.55,0,0,2,3.75
Z17660193,O=C(C1CCN(CC1)C1=NS(=O)(=O)c2c1cccc2)OCc1cc(=O)oc2c1cc1CCCc1c2,C26H24N2O6S,492.54,35,16,0.35,5,7,0,137.38,114.63,3.06,2.88,3.35,3.69,4.51,3.50,-4.72,9.46e-03,1.92e-05,Moderately soluble,-4.95,5.56e-03,1.13e-05,Moderately soluble,-7.61,1.22e-05,2.48e-08,Poorly soluble,High,No,Yes,Yes,Yes,Yes,No,Yes,-7.26,0,2,0,0,0,0.55,0,1,1,4.64
Z2227698469,O=C(N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2)C1CC1,C24H23FN4O3,434.46,32,16,0.33,6,5,1,125.21,86.37,2.84,1.90,1.94,3.09,4.14,2.78,-3.70,8.58e-02,1.97e-04,Soluble,-3.34,2.00e-01,4.61e-04,Soluble,-6.61,1.08e-04,2.48e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.60,0,0,0,0,0,0.55,0,0,1,3.15
Z8427005573,O=C(c1[nH]c(=O)c2c(c1C)cccc2)NCc1nc2c([nH]1)cnc1c2cccc1,C22H17N5O2,383.40,29,23,0.09,4,4,3,111.97,103.53,2.36,2.10,3.04,1.77,4.54,2.76,-3.86,5.26e-02,1.37e-04,Soluble,-3.90,4.78e-02,1.25e-04,Soluble,-8.67,8.20e-07,2.14e-09,Poorly soluble,High,No,Yes,Yes,No,Yes,Yes,Yes,-7.15,0,0,0,0,0,0.55,0,0,1,2.69
Z8427007300,O=C1O[C@@H]2C[C@H]1N(C2)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2,C21H16FN3O4,393.37,29,16,0.24,4,6,1,105.07,92.36,2.23,2.10,1.83,2.86,3.67,2.54,-3.75,7.06e-02,1.79e-04,Soluble,-3.67,8.41e-02,2.14e-04,Soluble,-6.20,2.49e-04,6.34e-07,Poorly soluble,High,No,No,No,Yes,Yes,No,No,-7.21,0,0,0,0,0,0.55,0,0,1,4.34
Z8427059736,O=C(c1cc2c([nH]1)nccc2)N[C@@]12CC[C@@H](C1)C[C@H]2n1nnc(c1)c1ccc2c(c1)CCC2,C26H26N6O,438.52,33,20,0.38,5,4,2,126.17,88.49,3.61,3.97,4.22,3.40,4.05,3.85,-5.18,2.91e-03,6.63e-06,Moderately soluble,-5.53,1.30e-03,2.96e-06,Moderately soluble,-7.77,7.46e-06,1.70e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.16,0,0,0,0,0,0.55,0,0,2,5.15
Z8427097024,O=C(Cc1ccc2c(c1)nn[nH]2)NC[C@H]1CCCCCN1C(=O)c1ccc2c(n1)nn[nH]2,C21H23N9O2,433.47,32,18,0.38,7,7,3,119.97,145.44,0.95,1.51,0.99,1.77,1.93,1.43,-3.43,1.60e-01,3.69e-04,Soluble,-4.17,2.91e-02,6.72e-05,Moderately soluble,-6.25,2.45e-04,5.65e-07,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-7.87,1,0,1,1,0,0.55,0,0,1,3.58
Z8427097377,C[C@@H]1C[C@@H]2[C@H](N1C(=O)c1ncnc3c1[nH]cn3)CN(C2)C(=O)c1cccc2c1[nH]c(=O)[nH]2,C21H20N8O3,432.44,32,18,0.33,4,6,3,122.31,143.73,1.13,0.35,0.14,0.75,1.45,0.77,-2.89,5.52e-01,1.28e-03,Soluble,-2.93,5.05e-01,1.17e-03,Soluble,-4.92,5.16e-03,1.19e-05,Moderately soluble,Low,No,No,No,No,No,No,No,-8.69,1,0,1,1,0,0.55,0,0,1,3.77
Z8427097390,O=C(c1cccc2c1[nH]c(=O)o2)N1CC[C@@H]2[C@H](C1)N(CC2)C(=O)c1cccc2c1[nH]nn2,C22H20N6O4,432.43,32,18,0.32,4,6,2,122.43,128.19,2.53,1.51,1.01,2.14,2.00,1.84,-3.62,1.03e-01,2.37e-04,Soluble,-3.81,6.70e-02,1.55e-04,Soluble,-5.42,1.64e-03,3.79e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-7.87,0,0,0,0,0,0.55,0,0,1,4.04
Z8504820816,C[C@@H]1C[C@H](CN1C(=O)c1[nH]c2c(c1)c(Br)ccc2Cl)NC(=O)c1cncc2c1cccc2,C24H20BrClN4O2,511.80,32,19,0.21,5,3,2,132.95,78.09,2.74,4.94,4.78,3.14,4.85,4.09,-6.23,2.98e-04,5.82e-07,Poorly soluble,-6.32,2.46e-04,4.82e-07,Poorly soluble,-8.70,1.02e-06,2.00e-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-5.91,1,2,0,0,0,0.55,0,0,2,3.59
Z8515969574,NCC(C1(O)CN(C1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2)(C)C,C23H25FN4O3,424.47,31,16,0.35,6,6,3,119.16,112.31,2.52,1.95,1.86,2.55,3.93,2.56,-3.69,8.74e-02,2.06e-04,Soluble,-3.93,4.95e-02,1.17e-04,Soluble,-6.73,7.83e-05,1.85e-07,Poorly soluble,High,No,Yes,No,No,No,Yes,No,-7.50,0,0,0,0,0,0.55,0,0,1,3.19
Z8515969603,OC[C@H]1CN(C[C@@H]1c1cncn1C)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2,C25H24FN5O3,461.49,34,21,0.28,6,6,2,128.59,104.11,2.69,1.40,2.27,2.40,3.61,2.47,-3.64,1.05e-01,2.27e-04,Soluble,-3.19,2.98e-01,6.45e-04,Soluble,-6.98,4.83e-05,1.05e-07,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-8.12,0,0,0,0,0,0.55,0,0,1,4.21
Z8515969667,COc1cccc(c1)OC1CN(C1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2,C26H22FN3O4,459.47,34,22,0.19,7,6,1,128.79,84.52,3.38,3.65,3.60,3.49,5.06,3.84,-5.01,4.54e-03,9.88e-06,Moderately soluble,-5.11,3.54e-03,7.70e-06,Moderately soluble,-8.57,1.23e-06,2.68e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.51,0,0,0,0,0,0.55,0,0,2,3.29
Z8515969725,CCC1(CN(C1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2)c1ccccc1,C27H24FN3O2,441.50,33,22,0.22,6,4,1,130.26,66.06,3.22,4.60,4.50,4.77,6.36,4.69,-5.57,1.18e-03,2.68e-06,Moderately soluble,-5.71,8.57e-04,1.94e-06,Moderately soluble,-9.73,8.18e-08,1.85e-10,Poorly soluble,High,Yes,Yes,No,Yes,Yes,No,Yes,-5.73,1,1,0,0,0,0.55,0,0,2,3.21
Z8515969762,CC[C@H](N(C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2)Cc1ccccn1)CO,C26H25FN4O3,460.50,34,22,0.23,9,6,2,127.54,99.18,2.89,2.91,3.73,2.95,5.21,3.54,-4.41,1.78e-02,3.86e-05,Moderately soluble,-4.65,1.02e-02,2.22e-05,Moderately soluble,-8.81,7.20e-07,1.56e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.04,0,0,0,0,0,0.55,0,0,2,3.78
Z2003842673,O=C1CCc2c(N1)ccc(c2)c1nc(sc1C)NC(=O)c1cc(F)cc2c1nn[nH]2,C20H15FN6O2S,422.44,30,20,0.15,4,6,3,114.23,140.90,2.01,2.60,3.32,2.18,4.69,2.96,-4.33,1.99e-02,4.72e-05,Moderately soluble,-5.21,2.62e-03,6.19e-06,Moderately soluble,-7.81,6.56e-06,1.55e-08,Poorly soluble,Low,No,Yes,Yes,Yes,Yes,No,Yes,-7.03,0,0,1,1,0,0.55,0,0,1,3.18
Z3396343676,CCOc1[nH]c2c(n1)cc(cc2)C(=O)NCC[C@@H]1CN(c2c1cccc2)c1ncnc2c1cn[nH]2,C25H24N8O2,468.51,35,24,0.24,8,6,3,135.00,124.71,2.32,3.57,3.30,2.57,3.38,3.03,-4.97,4.98e-03,1.06e-05,Moderately soluble,-5.87,6.25e-04,1.33e-06,Moderately soluble,-8.57,1.26e-06,2.70e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.62,0,1,0,0,0,0.55,0,0,3,3.86
Z3396344333,O=c1[nH]c2c([nH]1)cccc2C(=O)NCC[C@@H]1CN(c2c1cccc2)c1ncnc2c1cn[nH]2,C23H20N8O2,440.46,33,24,0.17,6,5,4,126.52,135.45,1.78,1.98,2.20,2.22,3.06,2.25,-3.96,4.82e-02,1.10e-04,Soluble,-4.45,1.56e-02,3.55e-05,Moderately soluble,-7.97,4.69e-06,1.06e-08,Poorly soluble,High,No,Yes,Yes,Yes,No,No,No,-7.58,0,0,0,1,0,0.55,0,0,1,3.60
Z3396344473,O=C([C@@H]1CCc2c1c(O)ccc2)NCC[C@H]1CN(c2c1cccc2)c1ncnc2c1cn[nH]2,C25H24N6O2,440.50,33,21,0.28,6,5,3,128.31,107.03,2.16,3.35,3.15,2.91,3.19,2.95,-4.76,7.72e-03,1.75e-05,Moderately soluble,-5.28,2.34e-03,5.31e-06,Moderately soluble,-7.58,1.17e-05,2.65e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.61,0,0,0,0,0,0.55,0,0,1,4.14
Z3396344540,O=C(CN1C(=O)[C@@H]2[C@H](C1=O)CC=CC2)NCC[C@H]1CN(c2c1cccc2)c1ncnc2c1cn[nH]2,C25H25N7O3,471.51,35,15,0.36,7,6,2,135.11,124.18,1.91,1.85,1.28,1.90,1.61,1.71,-3.78,7.75e-02,1.64e-04,Soluble,-4.08,3.93e-02,8.34e-05,Moderately soluble,-5.81,7.29e-04,1.55e-06,Moderately soluble,High,No,Yes,No,No,No,No,Yes,-7.86,0,1,0,0,0,0.55,0,2,1,4.43
Z3396345178,CCn1c(=O)[nH]c2c1cc(cc2)C(=O)NCC[C@@H]1CN(c2c1cccc2)c1ncnc2c1cn[nH]2,C25H24N8O2,468.51,35,24,0.24,7,5,3,136.23,124.59,2.45,2.53,2.69,2.64,2.94,2.65,-4.38,1.93e-02,4.13e-05,Moderately soluble,-4.79,7.55e-03,1.61e-05,Moderately soluble,-7.91,5.75e-06,1.23e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.36,0,1,0,0,0,0.55,0,0,1,3.80
Z3396345764,Oc1ccc2c(c1)cc(c(n2)C)C(=O)NCC[C@H]1CN(c2c1cccc2)c1ncnc2c1cn[nH]2,C26H23N7O2,465.51,35,25,0.19,6,6,3,136.34,119.92,2.39,3.65,3.59,2.43,3.45,3.10,-5.16,3.23e-03,6.95e-06,Moderately soluble,-5.86,6.47e-04,1.39e-06,Moderately soluble,-8.64,1.06e-06,2.28e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.55,0,1,0,0,0,0.55,0,0,2,3.69
Z3396345789,O=C([C@H]1CC(=O)N([C@@H]1c1cccc(c1)F)C)NCC[C@H]1CN(c2c1cccc2)c1ncnc2c1cn[nH]2,C27H26FN7O2,499.54,37,21,0.30,7,6,2,142.72,107.11,2.80,2.48,2.79,2.97,3.07,2.82,-4.46,1.74e-02,3.49e-05,Moderately soluble,-4.37,2.11e-02,4.23e-05,Moderately soluble,-8.03,4.67e-06,9.35e-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-7.59,0,2,0,0,0,0.55,0,0,1,4.42
Z3396345997,O=C(c1nn2c(c1)C(=O)CCC2)NCC[C@H]1CN(c2c1cccc2)c1ncnc2c1cn[nH]2,C23H22N8O2,442.47,33,20,0.30,6,6,2,123.98,121.69,1.87,2.09,2.20,1.45,1.91,1.91,-3.95,4.94e-02,1.12e-04,Soluble,-4.28,2.35e-02,5.30e-05,Moderately soluble,-6.56,1.22e-04,2.75e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.52,0,0,0,0,0,0.55,0,0,1,3.91
Z4271561400,O=C1NC2(CCN(CC2)[C@@H](c2nc3ccccc3c(=O)[nH]2)C)Nc2c1cccc2,C22H23N5O2,389.45,29,16,0.32,2,4,3,122.66,90.12,2.67,2.36,0.97,2.09,2.88,2.19,-4.02,3.74e-02,9.60e-05,Moderately soluble,-3.89,4.99e-02,1.28e-04,Soluble,-7.10,3.12e-05,8.02e-08,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-7.00,0,0,0,0,0,0.55,0,0,1,4.24
Z4670406933,O=C(Nc1ccc(cc1)NS(=O)(=O)c1ccccc1F)CCn1c(=O)[nH]c(=O)c2c1cccc2,C23H19FN4O5S,482.48,34,22,0.09,8,6,3,125.80,138.51,2.36,2.06,3.78,2.59,2.58,2.67,-4.08,4.01e-02,8.32e-05,Moderately soluble,-4.60,1.22e-02,2.53e-05,Moderately soluble,-8.26,2.66e-06,5.51e-09,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-7.78,0,1,0,1,0,0.55,0,0,2,3.19
Z4670406934,O=C(Nc1ccc(cc1)NS(=O)(=O)c1cccc(c1)F)CCn1c(=O)[nH]c(=O)c2c1cccc2,C23H19FN4O5S,482.48,34,22,0.09,8,6,3,125.80,138.51,2.28,2.06,3.78,2.59,2.58,2.66,-4.08,4.01e-02,8.32e-05,Moderately soluble,-4.60,1.22e-02,2.53e-05,Moderately soluble,-8.26,2.66e-06,5.51e-09,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-7.78,0,1,0,1,0,0.55,0,0,2,3.17
Z4670406935,O=C(Nc1ccc(cc1)NS(=O)(=O)c1ccccc1C)CCn1c(=O)[nH]c(=O)c2c1cccc2,C24H22N4O5S,478.52,34,22,0.12,8,5,3,130.81,138.51,2.48,2.32,3.53,2.43,2.68,2.69,-4.22,2.89e-02,6.04e-05,Moderately soluble,-4.87,6.49e-03,1.36e-05,Moderately soluble,-8.37,2.04e-06,4.26e-09,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-7.57,0,1,0,1,0,0.55,0,0,2,3.23
Z4878380185,Clc1ccc2c(c1)[C@@](CCO2)(CNC(=O)c1cn[nH]c1S(=O)(=O)N)C(=O)Nc1cncc2c1cccc2,C24H21ClN6O5S,540.98,37,21,0.17,8,8,4,135.08,177.54,1.57,1.62,3.24,0.39,2.18,1.80,-4.11,4.23e-02,7.82e-05,Moderately soluble,-4.96,5.92e-03,1.09e-05,Moderately soluble,-8.49,1.74e-06,3.21e-09,Poorly soluble,Low,No,No,No,Yes,No,No,Yes,-8.45,2,2,1,1,1,0.17,0,0,2,4.03
Z4878697898,O=C(C(=O)N1CCC(CC1)c1onc2c1CCCC2)N1CCC(CC1)c1onc2c1CCCC2,C26H34N4O4,466.57,34,10,0.69,5,6,0,133.55,92.68,4.10,3.51,2.77,2.14,3.91,3.29,-4.83,6.87e-03,1.47e-05,Moderately soluble,-5.14,3.38e-03,7.25e-06,Moderately soluble,-5.56,1.29e-03,2.77e-06,Moderately soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.65,0,1,0,0,0,0.55,0,1,2,4.34
Z4898006909,O=C(Cc1c(C)nc2c(c1C)c(=O)[nH]n2C)OCC(=O)N1c2ccccc2NC(=O)C[C@H]1C(F)(F)F,C23H22F3N5O5,505.45,36,15,0.35,7,9,2,129.21,126.39,2.68,2.26,2.58,2.21,3.23,2.59,-4.24,2.88e-02,5.70e-05,Moderately soluble,-4.55,1.42e-02,2.81e-05,Moderately soluble,-6.33,2.39e-04,4.73e-07,Poorly soluble,High,No,Yes,No,No,No,No,Yes,-7.78,1,1,0,0,0,0.55,0,0,1,4.05
